0.796543,0.183435,0.779691,0.59685,0.445833,0.0999749,0.459249,0.333709,0.142867,0.650888
0.0564116,0.721999,0.938553,0.000778765,0.992212,0.617482,0.611653,0.00706631,0.0230624,0.524775
0.399861,0.0466657,0.973756,0.232771,0.0906064,0.618386,0.382462,0.983231,0.466763,0.85994
0.680308,0.450499,0.013265,0.942202,0.563288,0.385417,0.0159663,0.230894,0.241025,0.683264
0.609997,0.833195,0.173365,0.391061,0.182236,0.755361,0.425156,0.207942,0.5677,0.0313133
0.842285,0.449754,0.39515,0.926659,0.727272,0.326541,0.570444,0.520834,0.961172,0.844534
0.74732,0.539692,0.586751,0.965255,0.607034,0.275999,0.296274,0.165267,0.0156364,0.423401
0.394882,0.293488,0.0140798,0.198842,0.711342,0.790176,0.60596,0.926301,0.651077,0.91496
0.850039,0.449451,0.0954101,0.370818,0.668841,0.665922,0.591298,0.274722,0.561243,0.382927
0.971712,0.848914,0.72173,0.235985,0.256068,0.0404336,0.710663,0.110891,0.439337,0.201719
0.895764,0.47537,0.563276,0.695516,0.139331,0.604417,0.539841,0.203061,0.942854,0.598865
0.694785,0.880468,0.624354,0.295634,0.105494,0.456535,0.21844,0.41651,0.88328,0.324345
0.122088,0.356298,0.906828,0.272132,0.64769,0.000520377,0.352569,0.304781,0.164656,0.534089
0.48483,0.692436,0.269412,0.244126,0.168291,0.218764,0.558102,0.403836,0.0648922,0.253915
0.246876,0.696304,0.712271,0.148087,0.99774,0.266781,0.976615,0.411037,0.0330507,0.345071
0.634351,0.680705,0.530935,0.447783,0.552893,0.592697,0.0808533,0.369654,0.24216,0.80314
0.470301,0.983423,0.398824,0.816432,0.798345,0.150718,0.508199,0.695813,0.858359,0.325959
0.220241,0.71115,0.809501,0.348666,0.0961766,0.940523,0.397572,0.517751,0.83771,0.67569
0.735216,0.209072,0.541448,0.695784,0.22855,0.174955,0.982168,0.516636,0.260829,0.996254
0.965419,0.558293,0.882636,0.188707,0.278871,0.700358,0.846661,0.856324,0.404508,0.88777
0.850928,0.935635,0.785341,0.668988,0.580687,0.372283,0.940133,0.973664,0.283921,0.305364
0.485614,0.448424,0.994457,0.175925,0.0180754,0.493894,0.178823,0.366469,0.744171,0.72094
0.308061,0.54254,0.508814,0.636333,0.250462,0.589871,0.978893,0.486742,0.906099,0.434394
0.350078,0.645103,0.668924,0.864168,0.230185,0.499193,0.572004,0.768554,0.0436038,0.994551
0.469945,0.27956,0.883494,0.747719,0.953072,0.33075,0.552765,0.572292,0.980332,0.0753463
0.305697,0.190911,0.268475,0.48528,0.372687,0.394691,0.844213,0.930017,0.0704161,0.208919
0.671144,0.358647,0.254164,0.295291,0.322551,0.84867,0.136621,0.708911,0.55282,0.29651
0.419781,0.256207,0.611514,0.0815942,0.00518486,0.627894,0.194274,0.0709409,0.396784,0.0507685
0.886617,0.0276168,0.578865,0.438474,0.672026,0.328153,0.155042,0.981841,0.838934,0.860405
0.250251,0.0388347,0.303266,0.537082,0.326651,0.827869,0.271543,0.965252,0.457265,0.842023
0.19438,0.411354,0.699512,0.138353,0.132745,0.969537,0.714595,0.0410675,0.398821,0.433521
0.744043,0.250861,0.184334,0.080873,0.428314,0.6885,0.0581936,0.915214,0.442352,0.239787
0.0938733,0.182866,0.934614,0.638271,0.516696,0.657111,0.435673,0.730039,0.0477161,0.566037
0.158646,0.120165,0.34188,0.0917991,0.094157,0.311413,0.979511,0.17533,0.0171611,0.763364
0.806913,0.346304,0.464674,0.649774,0.0480589,0.949146,0.88668,0.260894,0.0153045,0.933436
0.50104,0.539377,0.683964,0.615851,0.943892,0.944252,0.867199,0.636404,0.800949,0.677168
0.573367,0.1285,0.811204,0.820639,0.62594,0.820427,0.651485,0.206684,0.273961,0.214589
0.377259,0.0389631,0.618254,0.336554,0.655723,0.385397,0.681614,0.340625,0.260695,0.496037
0.69289,0.348337,0.936648,0.0391863,0.417946,0.967581,0.547972,0.423471,0.56852,0.575925
0.731648,0.12769,0.250016,0.580544,0.867117,0.561867,0.238597,0.679845,0.739909,0.238236
0.377729,0.534327,0.496561,0.389618,0.297635,0.0999849,0.0534853,0.958541,0.847143,0.354905
0.956801,0.67677,0.482521,0.493026,0.0832844,0.0917041,0.602441,0.553703,0.212728,0.946195
0.781296,0.113465,0.930929,0.974248,0.995931,0.0558712,0.737036,0.545916,0.705831,0.968652
0.68803,0.836964,0.866869,0.838481,0.426091,0.222576,0.396652,0.891897,0.146605,0.513326
0.233228,0.581305,0.863139,0.88036,0.236685,0.907694,0.591889,0.350218,0.708181,0.481667
0.377988,0.705084,0.248724,0.330253,0.434452,0.253682,0.405202,0.571473,0.740974,0.767195
0.82279,0.744212,0.681039,0.237506,0.400223,0.477715,0.0828913,0.52837,0.436336,0.802109
0.977901,0.556005,0.322686,0.0434008,0.924643,0.919116,0.25299,0.695411,0.0754345,0.166215
0.216809,0.294494,0.995831,0.696925,0.384202,0.737101,0.915254,0.958702,0.0578639,0.394522
0.106756,0.33566,0.16968,0.646848,0.388268,0.229395,0.265938,0.360345,0.25995,0.453241
